35,物理纳米研究中心,张芳,125089,1452552341,吴娟,294060,1451884736,2025-07-20 11:04:46
36,化学有机课题组,周艳,032424,1839345699,吴婷,477359,1695283353,2025-07-20 11:04:46
37,计算机安全实验室,黄静,220509,1983345527,陈静,511968,1708090228,2025-07-20 11:04:46
38,生物细胞实验室,李慧,809944,1470426711,张艳,715100,1533742781,2025-07-20 11:04:46
39,生物分子创新团队,刘宇,244922,1333053521,张强,014322,1920226755,2025-07-20 11:04:46
40,化学电化学研究中心,陈慧,184477,1785994354,李勇,359906,1937281779,2025-07-20 11:04:46
41,计算机算法研究组,刘伟,494677,1824973813,杨军,027206,1636432663,2025-07-20 11:04:46
42,计算机视觉创新团队,李磊,855788,1436964565,刘娜,657911,1370210728,2025-07-20 11:04:46
43,生物生态研究中心,黄玲,542988,1886007280,张玲,680063,1740584441,2025-07-20 11:04:46
44,生物基因实验室,黄敏,971115,1734834932,周玲,480730,1526857747,2025-07-20 11:04:46
45,计算机网络实验室,刘静,323859,1832967382,王浩,408019,1549728430,2025-07-20 11:04:46
46,计算机算法实验室,李慧,516935,1905679999,赵涛,550775,1976270711,2025-07-20 11:04:46
47,生物蛋白质创新团队,张超,106126,1669721084,刘杰,052768,1643533066,2025-07-20 11:04:46
48,工程智能研究中心,黄强,624997,1888601704,黄婷,117329,1917333009,2025-07-20 11:04:46
49,物理光学实验室,周婷,770760,1767837973,李婷,733514,1759691578,2025-07-20 11:04:46
50,生物微生物实验室,黄伟,212020,1641732998,吴艳,909608,1964512290,2025-07-20 11:04:46
51,工程机械研究组,陈静,779685,1446254734,周芳,549288,1921113437,2025-07-20 11:04:46
52,生物神经实验室,李强,574496,1847026024,黄静,571684,1625236744,2025-07-20 11:04:46
53,物理超导研究中心,刘慧,984085,1995173785,黄敏,667373,1403327911,2025-07-20 11:04:46
54,工程能源课题组,赵浩,587116,1846354727,黄娟,685174,1606956282,2025-07-20 11:04:46
55,计算机区块链实验室,李敏,113276,1605323788,王芳,383338,1975458573,2025-07-20 11:04:46
56,工程智能实验室,杨宇,053589,1975408993,李静,749006,1866435903,2025-07-20 11:04:46
57,物理天体课题组,杨娜,877238,1995079449,吴杰,579242,1480701944,2025-07-20 11:04:46
58,化学无机研究中心,陈静,851406,1513294159,王娟,585200,1475928753,2025-07-20 11:04:46
59,生物细胞课题组,黄杰,251744,1701299536,黄敏,819560,1910795681,2025-07-20 11:04:46
60,计算机量子课题组,李静,762481,1838460364,杨勇,527440,1822491949,2025-07-20 11:04:46
61,工程电子实验室,黄静,996442,1652132716,李婷,247674,1692717202,2025-07-20 11:04:46
62,物理超导实验室,吴静,836367,1863500228,刘超,268582,1375131032,2025-07-20 11:04:46
63,工程结构研究中心,陈艳,456947,1605988617,黄超,237138,1855200981,2025-07-20 11:04:46
64,物理天体研究组,杨慧,621758,1690192652,杨玲,664575,1326644093,2025-07-20 11:04:46
65,化学材料创新团队,杨芳,464405,1624593362,陈娜,502349,1325543522,2025-07-20 11:04:46
66,生物神经实验室,李艳,120574,1415059575,张娜,574982,1470014003,2025-07-20 11:04:46
67,计算机区块链研究中心,刘婷,332530,1715634193,李勇,011246,1375069484,2025-07-20 11:04:46
68,生物分子研究中心,吴静,497692,1631268975,周杰,249070,1881152549,2025-07-20 11:04:46
69,化学材料实验室,赵芳,372904,1930619919,刘浩,328914,1544902180,2025-07-20 11:04:46
70,化学高分子研究组,赵静,310237,1392764307,李芳,314682,1468815540,2025-07-20 11:04:46
71,计算机量子实验室,周勇,189835,1715835019,陈玲,797403,1592786335,2025-07-20 11:04:46
72,工程结构研究组,王娟,634821,1526026170,张勇,089894,1827561608,2025-07-20 11:04:46
73,工程能源研究中心,周丽,063657,1774650890,张娟,366242,1332498358,2025-07-20 11:04:46
74,工程结构创新团队,王娜,866092,1368181079,李婷,544200,1857125937,2025-07-20 11:04:46
75,工程自动化研究中心,周丽,865586,1888752740,张勇,754020,1452506196,2025-07-20 11:04:46
76,计算机数据研究中心,张超,449799,1302920655,张静,867084,1520954578,2025-07-20 11:04:46
77,工程机械创新团队,刘勇,612157,1747056404,王娟,080020,1459184362,2025-07-20 11:04:46
78,工程机械创新团队,赵婷,157408,1701144097,李慧,625407,1333243652,2025-07-20 11:04:46
79,化学材料课题组,刘慧,402277,1385733496,张婷,523585,1785976085,2025-07-20 11:04:46
80,工程能源研究组,张芳,973145,1374187170,张艳,327576,1987673455,2025-07-20 11:04:46
81,工程能源课题组,李婷,292320,1756813488,吴军,960961,1778162178,2025-07-20 11:04:46
82,生物生态研究组,李伟,489181,1578747452,李玲,280202,1676269690,2025-07-20 11:04:46
83,计算机区块链实验室,吴宇,743958,1653415726,王慧,865961,1605189688,2025-07-20 11:04:46
84,计算机算法创新团队,赵杰,466056,1306211173,黄敏,546935,1410427995,2025-07-20 11:04:46
85,物理纳米研究中心,王军,703141,1971354184,刘勇,962875,1414105671,2025-07-20 11:04:46
86,化学催化课题组,李婷,384805,1873377895,李芳,027495,1934431000,2025-07-20 11:04:46
87,计算机视觉创新团队,王涛,621555,1730572353,王磊,867417,1694120815,2025-07-20 11:04:46
88,生物分子研究中心,张伟,799318,1320615668,赵玲,043279,1907303882,2025-07-20 11:04:46
89,工程自动化研究中心,张涛,430400,1950036657,李勇,451423,1816325199,2025-07-20 11:04:46
90,工程结构研究中心,赵敏,346410,1644811015,黄超,978476,1581095361,2025-07-20 11:04:46
91,生物神经实验室,刘伟,012330,1875612550,黄强,333792,1369427215,2025-07-20 11:04:46
92,计算机智能实验室,周艳,479684,1334731665,刘丽,950631,1701693203,2025-07-20 11:04:46
93,物理核能创新团队,杨敏,530524,1586997138,李婷,639659,1553792582,2025-07-20 11:04:46
94,物理超导课题组,张芳,038102,1523052177,赵艳,386659,1908882851,2025-07-20 11:04:46
95,化学有机课题组,陈伟,015439,1695644583,吴强,886211,1795085922,2025-07-20 11:04:46
96,工程智能研究组,刘超,343874,1855298620,刘敏,636775,1836509052,2025-07-20 11:04:46
97,计算机数据研究中心,黄勇,354443,1795563815,杨玲,948645,1763062103,2025-07-20 11:04:46
98,计算机安全创新团队,黄涛,469486,1977218588,周涛,138307,1522879076,2025-07-20 11:04:46
99,计算机数据研究中心,黄芳,839177,1582256038,吴宇,849549,1757745246,2025-07-20 11:04:46
100,生物分子研究中心,赵慧,255714,1482459587,周浩,788467,1441624147,2025-07-20 11:04:46
101,物理凝聚态实验室,张艳,981390,1672267268,张涛,234042,1617450263,2025-07-20 11:04:46
102,物理量子课题组,陈磊,917463,1904305925,杨浩,237549,1398751569,2025-07-20 11:04:46
103,化学电化学实验室,吴磊,776782,1712967563,刘磊,081839,1976039957,2025-07-20 11:04:46
104,计算机智能创新团队,李慧,442256,1696481632,黄敏,586189,1492404228,2025-07-20 11:04:46
105,计算机数据研究组,陈敏,003830,1827269114,陈浩,161948,1932076400,2025-07-20 11:04:46
106,计算机算法创新团队,周勇,693844,1795490126,李宇,930743,1913902716,2025-07-20 11:04:46
107,化学无机实验室,张杰,015663,1938848004,杨静,238194,1884222084,2025-07-20 11:04:46
108,计算机算法课题组,王丽,045877,1351698312,王芳,375862,1854898025,2025-07-20 11:04:46
109,物理天体创新团队,陈芳,498576,1717158504,周超,881244,1880861942,2025-07-20 11:04:46
110,化学无机研究组,刘慧,126939,1656811663,吴宇,630438,1564282095,2025-07-20 11:04:46
111,化学高分子创新团队,周宇,309077,1447825165,周杰,583630,1649159265,2025-07-20 11:04:46
112,化学分析研究中心,刘静,019859,1905110821,张静,092524,1885535749,2025-07-20 11:04:46
113,工程机械创新团队,杨军,806376,1900308662,吴强,278352,1819918068,2025-07-20 11:04:46
114,物理量子实验室,吴静,986312,1820020714,赵敏,593147,1511282071,2025-07-20 11:04:46
115,化学有机创新团队,张强,954652,1828240309,黄芳,543710,1460619846,2025-07-20 11:04:46
116,化学分析研究中心,李涛,653923,1620789636,吴丽,968995,1395287399,2025-07-20 11:04:46
117,化学无机创新团队,李玲,503522,1498908728,刘超,857069,1553945161,2025-07-20 11:04:46
118,生物细胞创新团队,刘宇,039941,1935030552,周丽,516088,1689131685,2025-07-20 11:04:46
119,物理凝聚态创新团队,王磊,051077,1469800425,杨军,986456,1323661594,2025-07-20 11:04:46
120,生物基因创新团队,陈勇,686040,1433600355,王磊,093898,1667619676,2025-07-20 11:04:46
121,生物分子课题组,黄娟,023688,1516593759,黄磊,943968,1728726914,2025-07-20 11:04:46
122,计算机量子实验室,黄慧,332934,1620931692,黄静,374117,1632755160,2025-07-20 11:04:46
123,物理核能研究中心,周慧,022919,1700146420,陈芳,338992,1520585575,2025-07-20 11:04:46
124,工程机械课题组,王磊,124103,1381367259,张芳,120345,1343433394,2025-07-20 11:04:46
125,物理凝聚态研究组,吴军,021714,1870274446,吴芳,278769,1319971825,2025-07-20 11:04:46
126,物理光学研究中心,张艳,662108,1722430787,李艳,276463,1421325017,2025-07-20 11:04:46
127,物理核能课题组,黄芳,237085,1319692640,李勇,904154,1724472625,2025-07-20 11:04:46
128,计算机区块链实验室,王军,312556,1801290897,赵伟,287913,1825337331,2025-07-20 11:04:46
129,生物微生物研究组,黄丽,078237,1882285588,吴涛,935711,1376490788,2025-07-20 11:04:46
130,计算机量子课题组,赵玲,962553,1968471880,陈杰,683377,1719280831,2025-07-20 11:04:46
131,化学电化学创新团队,张静,547282,1620448671,吴超,382535,1388292343,2025-07-20 11:04:46
132,工程电子实验室,赵军,272202,1926829076,黄超,318199,1490405812,2025-07-20 11:04:46
133,生物基因研究组,李艳,154908,1517279091,吴娟,987526,1779008436,2025-07-20 11:04:46
134,工程自动化创新团队,周勇,420922,1465333858,周丽,241600,1974556255,2025-07-20 11:04:46
135,计算机安全实验室,杨敏,047424,1365009342,李军,304267,1596761470,2025-07-20 11:04:46
136,工程电子创新团队,王静,977090,1639243087,赵芳,044063,1980051958,2025-07-20 11:04:46
137,计算机数据研究组,陈超,828568,1603186278,杨婷,294067,1398580543,2025-07-20 11:04:46
138,化学材料实验室,陈超,366871,1473182436,李慧,286544,1633630273,2025-07-20 11:04:46
139,化学材料研究中心,李慧,918939,1764172317,陈勇,161248,1946924835,2025-07-20 11:04:46
140,物理超导研究组,黄慧,832420,1906578198,王磊,824504,1757605897,2025-07-20 11:04:46
141,计算机智能课题组,黄敏,837491,1950155091,吴磊,660570,1889580372,2025-07-20 11:04:46
142,生物基因研究组,张超,561975,1740320495,张浩,380002,1920857562,2025-07-20 11:04:46
143,生物分子课题组,周娟,484169,1759582324,刘军,789309,1407394904,2025-07-20 11:04:46
144,计算机视觉研究组,张杰,872677,1472749968,杨玲,551439,1815804862,2025-07-20 11:04:46
145,生物细胞研究中心,王杰,274568,1931714522,刘勇,036611,1655979421,2025-07-20 11:04:46
146,生物生态创新团队,周伟,242706,1725196009,吴浩,064774,1648725326,2025-07-20 11:04:46
147,工程结构研究中心,王磊,902075,1406695542,张玲,040843,1539348654,2025-07-20 11:04:46
148,生物蛋白质研究中心,李勇,772448,1960511522,黄军,046651,1650598651,2025-07-20 11:04:46
149,计算机网络课题组,吴勇,602886,1642148865,赵宇,238670,1929480686,2025-07-20 11:04:46
150,化学材料实验室,赵丽,874078,1503338644,周军,950349,1947251057,2025-07-20 11:04:46
151,物理量子创新团队,杨婷,107282,1488269394,陈浩,274181,1546330850,2025-07-20 11:04:46
152,化学电化学研究中心,刘玲,833103,1920880918,李慧,111982,1582038234,2025-07-20 11:04:46
153,生物微生物实验室,黄磊,493138,1341665381,周慧,960002,1632241151,2025-07-20 11:04:46
154,计算机区块链课题组,李敏,159778,1943811332,黄涛,196383,1819151955,2025-07-20 11:04:46
155,化学电化学研究中心,赵慧,708893,1354618141,黄军,229210,1853072860,2025-07-20 11:04:46
156,物理核能创新团队,李芳,971313,1599931814,陈婷,187726,1431477527,2025-07-20 11:04:46
157,物理核能创新团队,黄浩,229049,1808679861,王艳,759495,1560423053,2025-07-20 11:04:46
158,化学材料实验室,杨伟,728878,1821150944,陈芳,677979,1883123116,2025-07-20 11:04:46
159,生物细胞研究中心,黄军,248970,1855015707,张娜,209610,1384322650,2025-07-20 11:04:46
160,化学材料创新团队,黄军,223039,1549186590,杨杰,451233,1920117201,2025-07-20 11:04:46
161,生物生态研究中心,赵慧,299177,1533359732,黄超,337119,1469585299,2025-07-20 11:04:46
162,计算机安全研究组,李慧,674350,1306819203,陈婷,744335,1779884014,2025-07-20 11:04:46
163,工程自动化创新团队,吴静,785238,1405404762,赵艳,135795,1957933690,2025-07-20 11:04:46
164,化学催化研究组,陈丽,868092,1912971626,张玲,343478,1456831676,2025-07-20 11:04:46
165,化学分析创新团队,陈敏,807194,1621186650,陈艳,708653,1549505198,2025-07-20 11:04:46
166,化学催化研究中心,陈婷,801462,1539565560,赵浩,584372,1561553256,2025-07-20 11:04:46
167,计算机量子研究组,杨慧,400415,1391249376,刘强,576494,1342831345,2025-07-20 11:04:46
168,物理天体实验室,黄宇,155370,1745569048,黄磊,896644,1788037637,2025-07-20 11:04:46
169,化学分析课题组,王宇,719744,1999104567,赵超,170473,1631610722,2025-07-20 11:04:46
170,计算机网络创新团队,李超,084178,1636585822,李浩,343248,1367446823,2025-07-20 11:04:46
171,生物微生物实验室,刘杰,558424,1980051349,陈军,634092,1575211272,2025-07-20 11:04:46
172,物理纳米研究组,张杰,482364,1835612606,黄超,025524,1690211345,2025-07-20 11:04:46
173,计算机网络研究中心,周杰,861232,1788224700,杨芳,254123,1781885676,2025-07-20 11:04:46
174,物理纳米课题组,杨慧,404185,1895569416,黄军,066440,1478854095,2025-07-20 11:04:46
175,化学材料研究组,黄娜,973327,1810856470,陈慧,710597,1448518433,2025-07-20 11:04:46
176,计算机视觉实验室,刘玲,170529,1753260834,赵伟,061657,1707395488,2025-07-20 11:04:46
177,工程电子研究中心,赵娟,773593,1515182073,刘强,582473,1357876341,2025-07-20 11:04:46
178,计算机安全课题组,黄芳,686566,1917601069,刘宇,198558,1746669606,2025-07-20 11:04:46
179,工程机械创新团队,杨娜,044108,1523880566,张芳,288635,1383539493,2025-07-20 11:04:46
180,工程能源实验室,杨娜,813147,1741398599,赵超,068198,1572429839,2025-07-20 11:04:46
181,计算机数据创新团队,李勇,776867,1913438320,王强,650103,1426954004,2025-07-20 11:04:46
182,化学材料实验室,黄磊,978780,1585008784,张艳,699592,1848510742,2025-07-20 11:04:46
183,计算机视觉创新团队,赵艳,707243,1871423516,李宇,827696,1963226158,2025-07-20 11:04:46
184,计算机算法研究中心,吴伟,272808,1573846847,刘伟,643159,1495606741,2025-07-20 11:04:46
185,化学有机课题组,张静,748126,1895093105,李杰,662201,1471038140,2025-07-20 11:04:46
186,工程智能实验室,刘芳,752066,1932308035,李慧,461519,1907785722,2025-07-20 11:04:46
187,工程机械实验室,吴宇,677642,1922006163,陈慧,807596,1318147480,2025-07-20 11:04:46
188,生物微生物课题组,黄涛,421380,1473321097,吴玲,133143,1947506622,2025-07-20 11:04:46
189,生物分子课题组,张玲,667822,1699409000,王芳,847627,1737437776,2025-07-20 11:04:46
190,计算机数据研究组,王杰,881411,1355713226,刘浩,011290,1474169556,2025-07-20 11:04:46
191,计算机区块链研究组,刘涛,609070,1779278458,王娟,888005,1852713234,2025-07-20 11:04:46
192,物理天体创新团队,赵杰,914977,1531812710,张宇,918389,1507677542,2025-07-20 11:04:46
193,化学催化研究组,赵超,489439,1859631328,陈浩,118500,1892805146,2025-07-20 11:04:46
194,化学高分子课题组,王磊,970501,1344769878,李静,785300,1771642043,2025-07-20 11:04:46
195,工程能源研究中心,杨伟,707450,1688372936,杨艳,591829,1682893306,2025-07-20 11:04:46
196,化学有机课题组,杨玲,296985,1951491354,周军,176137,1919564123,2025-07-20 11:04:46
197,化学催化创新团队,王杰,237051,1787134613,李宇,078938,1738606265,2025-07-20 11:04:46
198,物理天体实验室,刘婷,668565,1716129101,杨浩,650909,1571848452,2025-07-20 11:04:46
199,物理核能研究中心,王杰,280927,1697664958,黄军,281046,1485042504,2025-07-20 11:04:46
200,工程自动化研究中心,刘强,504439,1847607267,李浩,013206,1524528500,2025-07-20 11:04:46
201,生物基因课题组,周玲,256936,1607065837,张浩,765991,1496227181,2025-07-20 11:04:46
202,物理天体创新团队,吴静,049764,1348447252,杨敏,593906,1723932069,2025-07-20 11:04:46
203,生物细胞研究中心,杨婷,504033,1540523340,杨涛,460389,1533595599,2025-07-20 11:04:46
204,工程能源实验室,王艳,478362,1890223261,张娟,783302,1755226257,2025-07-20 11:04:46
205,计算机区块链创新团队,赵超,343014,1326546421,陈丽,906707,1675078193,2025-07-20 11:04:46
206,计算机网络课题组,李娟,665554,1962216884,吴伟,309662,1981508791,2025-07-20 11:04:46
207,生物蛋白质课题组,陈浩,262410,1373118512,周婷,395822,1354633596,2025-07-20 11:04:46
208,工程机械研究组,周杰,418381,1834237406,吴丽,906490,1513856542,2025-07-20 11:04:46
209,物理量子研究中心,张磊,828466,1435636586,李艳,627677,1798808228,2025-07-20 11:04:46
210,工程电子实验室,黄玲,217138,1626805440,张芳,175987,1827355482,2025-07-20 11:04:46
211,计算机量子创新团队,张军,102229,1850314607,杨丽,867905,1327035975,2025-07-20 11:04:46
212,工程结构研究中心,周强,083164,1638465599,李静,967886,1320135228,2025-07-20 11:04:46
213,物理核能创新团队,王敏,669188,1715599452,李娟,060381,1468190522,2025-07-20 11:04:46
214,生物神经研究中心,李涛,485026,1836909382,吴勇,849855,1339362168,2025-07-20 11:04:46
215,工程结构研究中心,吴芳,831514,1480588582,杨强,582904,1770223238,2025-07-20 11:04:46
216,生物生态研究组,刘玲,171115,1492669240,杨伟,210871,1898836140,2025-07-20 11:04:46
217,计算机安全课题组,张军,873418,1922390180,杨磊,464034,1358102796,2025-07-20 11:04:46
218,计算机视觉研究中心,刘玲,777431,1377522091,吴艳,575683,1844239483,2025-07-20 11:04:46
219,工程机器人创新团队,周艳,549066,1524835084,周玲,517135,1906011041,2025-07-20 11:04:46
220,工程能源课题组,杨艳,448927,1909672268,刘艳,278140,1950721137,2025-07-20 11:04:46
221,工程机器人研究组,张敏,896530,1350960501,赵勇,515777,1481711745,2025-07-20 11:04:46
222,工程能源创新团队,李勇,099027,1821841581,王强,909421,1525349409,2025-07-20 11:04:46
223,工程机器人课题组,杨涛,456149,1410907806,周磊,918888,1475205493,2025-07-20 11:04:46
224,化学有机创新团队,赵勇,601246,1491702245,赵涛,973983,1767256344,2025-07-20 11:04:46
225,物理量子研究组,周军,443420,1552305521,王浩,779693,1994670853,2025-07-20 11:04:46
226,工程电子创新团队,周军,060965,1448854817,陈军,530810,1661538912,2025-07-20 11:04:46
227,化学材料实验室,王磊,822933,1420093029,刘勇,688301,1671899303,2025-07-20 11:04:46
228,计算机视觉研究组,张慧,033462,1887601931,陈敏,054516,1819101959,2025-07-20 11:04:46
229,化学无机研究组,赵超,975761,1840184238,张杰,375716,1891582098,2025-07-20 11:04:46
230,物理光学实验室,陈艳,179874,1393906911,张丽,096673,1431160332,2025-07-20 11:04:46
231,物理超导课题组,赵超,794576,1330090503,黄浩,038333,1493228127,2025-07-20 11:04:46
232,工程智能课题组,杨娟,416578,1824132843,周涛,522933,1905415606,2025-07-20 11:04:46
233,生物基因研究中心,周芳,166563,1922757686,杨杰,496110,1533724155,2025-07-20 11:04:46
234,生物基因研究组,吴勇,199601,1918345332,杨丽,578381,1782866174,2025-07-20 11:04:46
235,物理天体研究组,陈杰,126265,1457569010,刘婷,823862,1720964112,2025-07-20 11:04:46
236,物理量子创新团队,刘磊,640534,1339952400,黄静,688638,1425597319,2025-07-20 11:04:46
237,计算机数据实验室,杨杰,388251,1320604145,刘军,050608,1403806766,2025-07-20 11:04:46
238,物理量子创新团队,周超,087428,1716824510,黄勇,054548,1799077919,2025-07-20 11:04:46
239,物理天体研究组,张超,282001,1936209741,王强,670645,1780343860,2025-07-20 11:04:46
240,计算机算法研究组,吴娟,426925,1981396145,周磊,114626,1417069113,2025-07-20 11:04:46
241,生物生态研究组,张丽,897500,1647395774,赵静,164508,1627594157,2025-07-20 11:04:46
242,化学材料创新团队,周敏,183779,1629611721,吴勇,004060,1317433367,2025-07-20 11:04:46
243,化学无机研究组,李静,830627,1647581096,陈宇,245973,1427651895,2025-07-20 11:04:46
244,工程电子研究中心,杨娟,048471,1727790833,吴强,956287,1894660425,2025-07-20 11:04:46
245,工程智能实验室,赵婷,711298,1929241939,李强,002088,1413163324,2025-07-20 11:04:46
246,工程智能实验室,黄超,751361,1309728538,吴强,112063,1628945996,2025-07-20 11:04:46
247,化学有机研究组,王浩,132746,1958642002,杨超,816571,1704955624,2025-07-20 11:04:46
248,物理核能创新团队,陈浩,862349,1411063061,吴芳,855674,1563842462,2025-07-20 11:04:46
249,计算机视觉创新团队,周勇,736773,1946926333,吴涛,865537,1333890953,2025-07-20 11:04:46
250,化学材料课题组,刘芳,952371,1461906665,张娟,541543,1955989726,2025-07-20 11:04:46
251,计算机智能实验室,李磊,363538,1597205945,陈勇,666769,1509196046,2025-07-20 11:04:46
252,计算机算法研究组,黄娟,652677,1629421867,吴军,228843,1314988780,2025-07-20 11:04:46
253,生物神经创新团队,李杰,239727,1901136796,赵磊,712027,1438025192,2025-07-20 11:04:46
254,计算机量子研究中心,刘娟,773956,1825203577,杨军,272746,1330715004,2025-07-20 11:04:47
255,生物神经课题组,陈静,287416,1435992150,陈婷,772579,1677637942,2025-07-20 11:04:47
256,工程自动化创新团队,王婷,324300,1952034666,周强,436685,1475464749,2025-07-20 11:04:47
257,生物分子研究中心,周婷,643794,1539145187,杨娟,365970,1511357136,2025-07-20 11:04:47
258,工程智能课题组,杨超,066229,1433400064,赵伟,167851,1937430763,2025-07-20 11:04:47
259,物理量子研究中心,杨涛,563200,1687011739,陈芳,302926,1795325112,2025-07-20 11:04:47
260,生物神经研究中心,赵宇,968919,1675635848,王宇,283201,1574977814,2025-07-20 11:04:47
261,化学材料研究中心,周静,990753,1958774188,刘慧,629697,1541072163,2025-07-20 11:04:47
262,化学无机创新团队,李静,676018,1741938635,刘娜,866102,1643751171,2025-07-20 11:04:47
263,生物分子课题组,赵强,696313,1878422955,李丽,712547,1723052517,2025-07-20 11:04:47
264,化学高分子研究组,周勇,418296,1929653595,王慧,293247,1777377954,2025-07-20 11:04:47
265,生物基因创新团队,王慧,329299,1327241133,赵娜,206884,1957539321,2025-07-20 11:04:47
266,生物生态实验室,吴宇,351920,1489285499,杨静,448666,1344780479,2025-07-20 11:04:47
267,物理纳米实验室,赵军,881203,1557170407,王娟,344798,1747632771,2025-07-20 11:04:47
268,计算机安全研究中心,张敏,661475,1824259906,周娜,428948,1944577152,2025-07-20 11:04:47
269,生物生态实验室,黄娜,167429,1330723104,黄芳,849966,1303265168,2025-07-20 11:04:47
270,化学催化研究中心,赵慧,627689,1398025195,吴艳,152095,1947303633,2025-07-20 11:04:47
271,生物微生物研究组,赵慧,603173,1512360544,吴丽,214937,1536602967,2025-07-20 11:04:47
272,化学分析研究组,赵宇,980900,1824101242,赵强,433075,1743958371,2025-07-20 11:04:47
273,生物微生物创新团队,黄勇,292354,1948664916,吴婷,875791,1368879712,2025-07-20 11:04:47
274,计算机视觉课题组,刘芳,128337,1735607098,周军,980928,1919308313,2025-07-20 11:04:47
275,工程电子创新团队,张慧,430423,1863336590,赵婷,233740,1824819711,2025-07-20 11:04:47
276,计算机算法创新团队,陈静,546827,1953692468,李芳,618537,1560520790,2025-07-20 11:04:47
277,化学分析创新团队,赵伟,062578,1560816353,黄杰,093628,1489757862,2025-07-20 11:04:47
278,工程机器人课题组,黄静,667489,1478045574,吴丽,535681,1865154060,2025-07-20 11:04:47
279,工程机械课题组,王磊,083102,1806467214,李涛,616370,1722555799,2025-07-20 11:04:47
280,生物分子研究中心,杨军,649365,1580852264,杨芳,001524,1911891361,2025-07-20 11:04:47
281,工程结构课题组,李伟,206420,1823406783,周敏,451304,1642141839,2025-07-20 11:04:47
282,物理超导研究组,李涛,596993,1478281297,刘磊,252215,1534903447,2025-07-20 11:04:47
283,计算机安全实验室,王丽,068620,1337397952,杨强,556359,1980184504,2025-07-20 11:04:47
284,工程能源实验室,吴军,961425,1595624084,杨勇,913863,1681690666,2025-07-20 11:04:47
285,计算机数据实验室,周芳,475266,1367373047,李静,501355,1528026470,2025-07-20 11:04:47
286,化学电化学研究组,赵军,315899,1880999199,黄伟,363935,1458872619,2025-07-20 11:04:47
287,计算机量子创新团队,杨磊,540921,1903956498,陈军,519805,1905091756,2025-07-20 11:04:47
288,工程自动化创新团队,赵伟,239954,1535933298,李勇,159601,1911113325,2025-07-20 11:04:47
289,物理超导研究中心,杨艳,661361,1648554152,王军,507845,1688090303,2025-07-20 11:04:47
290,工程自动化课题组,赵婷,359296,1861345151,张超,192916,1337404584,2025-07-20 11:04:47
291,生物微生物课题组,陈娟,680364,1661512216,李娟,539524,1786754656,2025-07-20 11:04:47
292,生物基因课题组,黄军,597835,1595799860,黄芳,753568,1822146589,2025-07-20 11:04:47
293,化学催化创新团队,黄娟,867471,1853084692,刘娜,480076,1666373607,2025-07-20 11:04:47
