89,026,2,李浩,1319859701,706504,2025-07-20 11:17:07
90,823,3,张超,1856413183,257499,2025-07-20 11:17:07
91,138,6,赵超,1543086838,712335,2025-07-20 11:17:07
92,494,2,张慧,1573151720,022982,2025-07-20 11:17:07
93,932,6,周军,1954694810,152193,2025-07-20 11:17:07
94,900,1,李婷,1432803583,755357,2025-07-20 11:17:07
95,014,0,赵超,1567403786,441491,2025-07-20 11:17:07
96,032,0,赵伟,1482759885,522171,2025-07-20 11:17:07
97,313,9,张艳,1716788520,669091,2025-07-20 11:17:07
98,737,5,张杰,1391148043,774494,2025-07-20 11:17:07
99,668,1,吴婷,1302352518,325985,2025-07-20 11:17:07
100,741,2,王超,1335603264,847112,2025-07-20 11:17:07
101,000,5,赵艳,1574842836,222934,2025-07-20 11:17:07
102,490,0,杨娟,1596587075,001656,2025-07-20 11:17:07
103,265,0,王勇,1304659804,120251,2025-07-20 11:17:07
104,827,8,黄强,1376165771,011567,2025-07-20 11:17:07
105,506,7,刘涛,1389897581,262972,2025-07-20 11:17:07
106,851,8,黄超,1485769338,637244,2025-07-20 11:17:07
107,139,7,杨娜,1795516049,847030,2025-07-20 11:17:07
108,703,2,周军,1595514296,583583,2025-07-20 11:17:07
109,369,0,陈勇,1694501227,492528,2025-07-20 11:17:07
110,781,0,吴娟,1836209075,011796,2025-07-20 11:17:07
111,273,9,赵丽,1669241384,157663,2025-07-20 11:17:08
112,170,7,陈涛,1339018840,701326,2025-07-20 11:17:08
113,146,2,陈婷,1703229773,027322,2025-07-20 11:17:08
114,428,6,张玲,1359622949,942936,2025-07-20 11:17:08
115,537,3,陈婷,1914815332,906291,2025-07-20 11:17:08
116,552,1,王慧,1912597539,451231,2025-07-20 11:17:08
117,088,8,吴婷,1449328072,467308,2025-07-20 11:17:08
118,331,2,刘娜,1806919864,987344,2025-07-20 11:17:08
119,206,6,赵杰,1454397539,789112,2025-07-20 11:17:08
120,095,9,吴丽,1367376664,233594,2025-07-20 11:17:08
121,070,6,李宇,1375555138,241599,2025-07-20 11:17:08
122,555,0,陈娜,1421246837,758753,2025-07-20 11:17:08
123,351,7,王静,1522984068,319580,2025-07-20 11:17:08
124,013,3,黄娟,1844474157,594736,2025-07-20 11:17:08
125,410,6,吴娜,1436738139,458201,2025-07-20 11:17:08
126,499,5,张浩,1360674526,712506,2025-07-20 11:17:08
127,037,3,黄强,1839732243,195376,2025-07-20 11:17:08
128,780,0,黄杰,1980286592,177729,2025-07-20 11:17:08
129,586,8,陈宇,1608171485,765186,2025-07-20 11:17:08
130,513,8,李玲,1976443420,773003,2025-07-20 11:17:08
131,382,1,吴婷,1758142402,321381,2025-07-20 11:17:08
132,821,1,王磊,1495726883,931545,2025-07-20 11:17:08
133,712,1,张芳,1319453866,699992,2025-07-20 11:17:08
134,004,9,杨浩,1393131993,061463,2025-07-20 11:17:08
135,725,4,王芳,1429083718,755181,2025-07-20 11:17:08
136,533,7,赵静,1666108210,087160,2025-07-20 11:17:08
137,164,6,周浩,1772497423,024989,2025-07-20 11:17:08
138,139,4,赵涛,1550990558,155054,2025-07-20 11:17:08
139,973,9,张芳,1778971050,945052,2025-07-20 11:17:08
140,243,5,李涛,1511147256,030408,2025-07-20 11:17:08
141,183,9,赵勇,1843680669,273018,2025-07-20 11:17:08
142,430,5,刘浩,1407034861,426800,2025-07-20 11:17:08
143,828,6,刘娜,1468817174,528577,2025-07-20 11:17:08
144,848,8,刘超,1453547483,249668,2025-07-20 11:17:08
145,982,1,陈静,1868699126,269326,2025-07-20 11:17:08
146,212,4,周杰,1358814054,000267,2025-07-20 11:17:08
147,985,6,杨超,1999049997,713946,2025-07-20 11:17:08
148,767,3,刘军,1634192768,340991,2025-07-20 11:17:08
149,058,9,李丽,1728729636,267062,2025-07-20 11:17:08
150,183,4,吴娟,1989687451,738079,2025-07-20 11:17:08
151,157,7,刘娟,1533591291,931625,2025-07-20 11:17:08
152,321,1,张勇,1350200155,494568,2025-07-20 11:17:08
153,226,8,吴静,1398867358,269709,2025-07-20 11:17:08
154,257,9,刘浩,1756111897,228880,2025-07-20 11:17:08
155,224,5,张婷,1923572202,101468,2025-07-20 11:17:08
156,513,3,张芳,1541968636,879850,2025-07-20 11:17:08
157,431,4,赵涛,1615880003,295335,2025-07-20 11:17:08
158,311,8,赵磊,1654327380,214457,2025-07-20 11:17:08
159,548,2,杨娟,1755122826,548071,2025-07-20 11:17:08
160,670,4,吴强,1366356469,628512,2025-07-20 11:17:08
161,710,2,张伟,1861204424,944963,2025-07-20 11:17:08
162,427,6,陈杰,1779420421,875788,2025-07-20 11:17:08
163,859,9,黄杰,1366285536,867380,2025-07-20 11:17:08
164,757,4,刘宇,1859363247,883547,2025-07-20 11:17:08
165,935,1,陈宇,1702518345,736481,2025-07-20 11:17:08
166,338,7,陈军,1549789300,016617,2025-07-20 11:17:08
167,761,8,李强,1456489475,764140,2025-07-20 11:17:08
168,677,0,吴勇,1809784788,445722,2025-07-20 11:17:08
169,723,7,杨超,1639265994,562090,2025-07-20 11:17:08
170,283,5,刘浩,1954965272,828589,2025-07-20 11:17:08
171,529,3,吴伟,1719971136,662928,2025-07-20 11:17:08
172,920,4,黄娟,1953381756,655571,2025-07-20 11:17:08
173,011,7,李涛,1366297955,403425,2025-07-20 11:17:08
174,367,1,陈玲,1937051158,081316,2025-07-20 11:17:08
175,071,0,陈娜,1756420658,224680,2025-07-20 11:17:08
176,584,2,王娜,1672661773,525695,2025-07-20 11:17:08
177,045,4,王艳,1660399517,455656,2025-07-20 11:17:08
178,357,1,王军,1852735971,456183,2025-07-20 11:17:08
179,668,2,杨伟,1953601063,370518,2025-07-20 11:17:08
180,821,5,刘强,1957418933,280410,2025-07-20 11:17:08
181,614,4,黄丽,1792138919,190774,2025-07-20 11:17:08
182,893,6,王涛,1750427639,785700,2025-07-20 11:17:08
183,109,4,吴涛,1440271375,449495,2025-07-20 11:17:08
184,864,0,周杰,1726286141,625192,2025-07-20 11:17:08
185,261,0,陈芳,1304870712,724928,2025-07-20 11:17:08
186,670,4,周宇,1521667793,120704,2025-07-20 11:17:08
187,886,4,张宇,1954387027,684154,2025-07-20 11:17:08
188,035,9,张敏,1399237467,730928,2025-07-20 11:17:08
189,686,5,杨芳,1617161168,656942,2025-07-20 11:17:08
190,404,7,张婷,1621626222,446028,2025-07-20 11:17:08
191,357,9,杨艳,1853776652,334126,2025-07-20 11:17:08
192,787,2,王宇,1717088771,946993,2025-07-20 11:17:08
193,245,4,周伟,1609683409,229105,2025-07-20 11:17:08
194,539,6,张浩,1489014561,076382,2025-07-20 11:17:08
195,609,1,赵宇,1657092304,779974,2025-07-20 11:17:08
196,376,8,周军,1844021482,526243,2025-07-20 11:17:08
197,849,1,王强,1354763349,000264,2025-07-20 11:17:08
198,497,3,李敏,1953025181,447267,2025-07-20 11:17:08
199,634,6,王婷,1563958473,128347,2025-07-20 11:17:08
200,176,3,张娜,1366136040,779218,2025-07-20 11:17:08
201,620,6,张勇,1678211010,279492,2025-07-20 11:17:08
202,224,1,陈娜,1620682073,105539,2025-07-20 11:17:08
203,217,3,赵玲,1387754583,077131,2025-07-20 11:17:08
204,233,7,吴静,1455656478,980000,2025-07-20 11:17:08
205,604,6,张军,1848199533,964606,2025-07-20 11:17:08
206,402,4,陈敏,1907461798,255910,2025-07-20 11:17:08
207,829,4,李勇,1570201545,678099,2025-07-20 11:17:08
208,683,1,李婷,1561656146,742372,2025-07-20 11:17:08
209,779,9,陈超,1471506367,298259,2025-07-20 11:17:08
210,967,1,黄强,1595328193,082023,2025-07-20 11:17:08
211,125,8,王磊,1700462219,506768,2025-07-20 11:17:08
212,092,1,赵芳,1488934717,656484,2025-07-20 11:17:08
213,988,8,杨磊,1494296615,357388,2025-07-20 11:17:08
214,442,4,杨勇,1390861906,222250,2025-07-20 11:17:08
215,306,0,吴超,1681592566,473293,2025-07-20 11:17:08
216,320,8,赵伟,1971346523,849534,2025-07-20 11:17:08
217,863,8,黄伟,1902666279,687525,2025-07-20 11:17:08
218,452,8,吴婷,1547674423,900522,2025-07-20 11:17:08
219,652,3,张伟,1463869187,291452,2025-07-20 11:17:08
220,068,7,张娟,1586173174,022267,2025-07-20 11:17:08
221,723,3,李涛,1815094824,289329,2025-07-20 11:17:08
222,021,8,周涛,1406823653,702327,2025-07-20 11:17:08
223,763,6,黄娟,1884180818,019153,2025-07-20 11:17:08
224,545,1,黄伟,1647322294,668503,2025-07-20 11:17:08
225,567,9,黄婷,1661818572,604927,2025-07-20 11:17:08
226,816,7,周军,1417727533,959657,2025-07-20 11:17:08
227,221,7,吴静,1854683994,278412,2025-07-20 11:17:08
228,478,6,赵宇,1802405598,689003,2025-07-20 11:17:08
229,548,3,周涛,1368947782,765800,2025-07-20 11:17:08
230,536,7,吴婷,1995893387,839998,2025-07-20 11:17:08
231,693,6,赵敏,1364091879,800187,2025-07-20 11:17:08
232,454,4,李丽,1970309789,837947,2025-07-20 11:17:08
233,826,3,吴慧,1605301835,628837,2025-07-20 11:17:08
234,543,9,刘芳,1366850469,558264,2025-07-20 11:17:08
235,512,9,刘玲,1358282669,890756,2025-07-20 11:17:08
236,898,0,王玲,1826423678,991969,2025-07-20 11:17:08
237,994,2,陈伟,1604249330,405804,2025-07-20 11:17:08
238,085,7,刘丽,1651219065,951158,2025-07-20 11:17:08
239,677,5,李静,1561853384,186455,2025-07-20 11:17:08
240,140,9,李娟,1412958345,029485,2025-07-20 11:17:08
241,638,8,李婷,1507388355,314693,2025-07-20 11:17:08
242,320,9,黄超,1811329411,731471,2025-07-20 11:17:08
243,759,7,赵娜,1483946286,554293,2025-07-20 11:17:08
244,187,3,黄涛,1859085679,572939,2025-07-20 11:17:08
245,024,7,吴磊,1913095435,480116,2025-07-20 11:17:08
246,519,4,吴婷,1395549785,736466,2025-07-20 11:17:08
247,090,1,王娜,1747634550,649882,2025-07-20 11:17:08
248,750,5,王涛,1868326919,349756,2025-07-20 11:17:08
249,233,2,刘芳,1697797082,369612,2025-07-20 11:17:08
250,437,4,吴强,1543756361,592438,2025-07-20 11:17:08
251,855,7,李静,1836230932,772467,2025-07-20 11:17:08
252,090,3,赵敏,1326599376,408937,2025-07-20 11:17:08
253,314,8,杨玲,1956598110,784970,2025-07-20 11:17:08
254,342,6,周芳,1506666597,753022,2025-07-20 11:17:08
255,870,8,刘慧,1596144741,115574,2025-07-20 11:17:08
256,233,3,吴婷,1692582809,103806,2025-07-20 11:17:08
257,732,6,王玲,1669401003,097245,2025-07-20 11:17:08
258,641,4,赵敏,1936258381,711878,2025-07-20 11:17:08
259,162,3,刘伟,1729968656,143097,2025-07-20 11:17:08
260,753,8,刘静,1857431785,013692,2025-07-20 11:17:08
261,847,3,张娜,1431969773,368542,2025-07-20 11:17:08
262,856,7,李勇,1799892418,812411,2025-07-20 11:17:08
263,940,6,黄静,1566594496,555593,2025-07-20 11:17:08
264,846,9,周静,1345660427,838294,2025-07-20 11:17:08
265,377,0,黄敏,1367964309,803079,2025-07-20 11:17:08
266,251,4,张涛,1846028162,000157,2025-07-20 11:17:08
267,616,8,张娟,1743785828,765374,2025-07-20 11:17:08
268,479,6,吴军,1548397742,608922,2025-07-20 11:17:08
269,205,7,赵军,1397785977,465363,2025-07-20 11:17:08
270,629,6,吴涛,1373493551,707442,2025-07-20 11:17:08
271,186,5,刘娜,1989585992,092883,2025-07-20 11:17:08
272,993,4,吴玲,1549476674,274649,2025-07-20 11:17:08
273,908,5,王慧,1443128085,399945,2025-07-20 11:17:08
274,567,1,王丽,1422526206,021601,2025-07-20 11:17:08
275,284,6,王娟,1530193176,435990,2025-07-20 11:17:08
276,774,2,李杰,1813088797,807655,2025-07-20 11:17:08
277,572,4,陈玲,1708833484,261907,2025-07-20 11:17:08
278,992,9,赵军,1806443021,887973,2025-07-20 11:17:08
279,174,8,赵娜,1715009589,100260,2025-07-20 11:17:08
280,760,4,王娜,1347195319,761113,2025-07-20 11:17:08
281,811,7,王军,1328957881,558238,2025-07-20 11:17:08
282,491,7,李涛,1823082934,499835,2025-07-20 11:17:08
283,206,8,杨军,1842315135,252241,2025-07-20 11:17:08
284,998,3,陈芳,1690639738,598973,2025-07-20 11:17:08
285,170,7,赵宇,1723848961,283268,2025-07-20 11:17:08
286,404,7,赵伟,1407730898,857789,2025-07-20 11:17:08
287,603,5,黄强,1493498358,696262,2025-07-20 11:17:08
288,653,8,张浩,1649700641,233258,2025-07-20 11:17:08
289,849,3,周婷,1567942056,702708,2025-07-20 11:17:08
290,928,6,吴磊,1399767363,738934,2025-07-20 11:17:08
291,083,2,张强,1564171420,853719,2025-07-20 11:17:08
292,620,6,杨芳,1665987140,928942,2025-07-20 11:17:08
293,448,9,赵伟,1702075185,237340,2025-07-20 11:17:08
294,515,5,吴磊,1626571988,075150,2025-07-20 11:17:08
295,079,6,赵丽,1614766834,007937,2025-07-20 11:17:08
296,807,5,张超,1869232456,455990,2025-07-20 11:17:08
297,825,9,刘艳,1681928388,455886,2025-07-20 11:17:08
298,252,7,王静,1717546877,287133,2025-07-20 11:17:08
299,651,3,刘静,1690636725,297048,2025-07-20 11:17:08
300,242,9,李静,1944835431,065758,2025-07-20 11:17:08
301,051,9,杨勇,1373652661,013402,2025-07-20 11:17:08
302,545,2,杨涛,1995987824,713597,2025-07-20 11:17:08
303,210,1,王军,1498646114,385192,2025-07-20 11:17:08
304,298,1,陈敏,1690232632,459252,2025-07-20 11:17:08
305,039,4,张涛,1354595961,667311,2025-07-20 11:17:08
306,084,6,王杰,1741790485,005368,2025-07-20 11:17:08
307,334,3,黄超,1905185711,845611,2025-07-20 11:17:08
308,138,1,刘涛,1427284828,138869,2025-07-20 11:17:08
309,869,0,黄玲,1344071184,180867,2025-07-20 11:17:08
310,190,8,张静,1422634285,464056,2025-07-20 11:17:08
311,659,2,陈娟,1584598009,274928,2025-07-20 11:17:08
312,210,5,周勇,1745769862,028802,2025-07-20 11:17:08
313,518,7,李涛,1788327532,590401,2025-07-20 11:17:08
314,771,8,赵宇,1788606173,278349,2025-07-20 11:17:08
315,121,8,周慧,1933999007,794658,2025-07-20 11:17:08
316,760,2,周玲,1464616024,985032,2025-07-20 11:17:08
317,360,2,周敏,1479153877,676954,2025-07-20 11:17:08
318,594,9,吴伟,1320873095,479383,2025-07-20 11:17:08
319,986,7,吴浩,1548163855,335602,2025-07-20 11:17:08
320,604,2,张静,1910308142,336353,2025-07-20 11:17:08
321,883,8,张磊,1389774003,130627,2025-07-20 11:17:08
322,486,5,吴伟,1454399109,627331,2025-07-20 11:17:08
323,388,5,杨浩,1344999591,673910,2025-07-20 11:17:08
324,013,1,王丽,1516138456,457655,2025-07-20 11:17:08
325,753,3,刘娟,1406827876,480358,2025-07-20 11:17:08
326,500,8,陈杰,1493923496,637191,2025-07-20 11:17:08
327,896,6,张磊,1895162867,742347,2025-07-20 11:17:08
328,140,6,李慧,1721959666,615145,2025-07-20 11:17:08
329,185,9,赵勇,1650949152,362751,2025-07-20 11:17:08
330,327,2,黄杰,1603635455,097340,2025-07-20 11:17:08
331,896,8,黄军,1575498213,971292,2025-07-20 11:17:08
332,913,8,杨娟,1580986077,473347,2025-07-20 11:17:08
333,876,3,赵伟,1856695728,180802,2025-07-20 11:17:08
334,872,3,吴娟,1813867056,911078,2025-07-20 11:17:08
335,465,0,杨浩,1972248342,755841,2025-07-20 11:17:08
336,747,8,王涛,1356377873,844496,2025-07-20 11:17:08
337,932,8,陈婷,1594045868,306792,2025-07-20 11:17:08
338,438,3,陈婷,1321251189,539265,2025-07-20 11:17:08
339,184,5,杨婷,1683078246,866454,2025-07-20 11:17:08
340,191,8,王勇,1334639958,515914,2025-07-20 11:17:08
341,289,4,吴艳,1500738483,461202,2025-07-20 11:17:08
342,150,9,陈娜,1498615587,994075,2025-07-20 11:17:08
343,704,6,刘娜,1683198561,955583,2025-07-20 11:17:08
344,130,5,吴玲,1477693460,623919,2025-07-20 11:17:08
345,325,4,吴娜,1641683372,386554,2025-07-20 11:17:08
346,545,2,王强,1815322740,141930,2025-07-20 11:17:08
347,052,8,刘伟,1639572430,728800,2025-07-20 11:17:08
348,352,9,吴浩,1491282546,882772,2025-07-20 11:17:08
349,433,2,张芳,1935219454,093119,2025-07-20 11:17:08
350,003,3,李艳,1406968534,895208,2025-07-20 11:17:08
351,924,1,陈静,1821047052,930617,2025-07-20 11:17:08
352,266,4,刘娜,1433135214,421118,2025-07-20 11:17:08
353,221,6,刘丽,1892905039,505183,2025-07-20 11:17:08
354,760,2,刘宇,1399428546,913821,2025-07-20 11:17:08
355,166,4,刘涛,1763870895,737905,2025-07-20 11:17:08
356,705,1,黄磊,1430105722,157363,2025-07-20 11:17:08
357,836,6,刘强,1632724365,096573,2025-07-20 11:17:08
358,352,5,黄伟,1415676654,680325,2025-07-20 11:17:09
359,538,9,吴伟,1680686837,154683,2025-07-20 11:17:09
360,368,8,李丽,1380178506,565882,2025-07-20 11:17:09
361,445,4,陈静,1870399875,189430,2025-07-20 11:17:09
362,530,9,王静,1826851290,348518,2025-07-20 11:17:09
363,110,8,陈芳,1406429752,663758,2025-07-20 11:17:09
364,724,7,王慧,1743766901,970433,2025-07-20 11:17:09
365,722,8,杨娜,1373662444,701527,2025-07-20 11:17:09
366,391,4,杨杰,1873967163,203124,2025-07-20 11:17:09
367,471,3,周芳,1679335321,095426,2025-07-20 11:17:09
368,941,6,黄娟,1892134117,917821,2025-07-20 11:17:09
369,179,5,王慧,1488553920,851969,2025-07-20 11:17:09
370,273,3,吴艳,1808378464,791234,2025-07-20 11:17:09
371,210,9,陈宇,1594023363,005316,2025-07-20 11:17:09
372,554,8,李军,1920825822,691205,2025-07-20 11:17:09
373,829,7,李勇,1926132471,892666,2025-07-20 11:17:09
374,664,2,黄磊,1401052670,363347,2025-07-20 11:17:09
375,315,1,杨伟,1442136496,499120,2025-07-20 11:17:09
376,657,4,杨涛,1997749241,676250,2025-07-20 11:17:09
377,176,9,吴丽,1899408905,500135,2025-07-20 11:17:09
378,684,5,张宇,1616894226,931044,2025-07-20 11:17:09
379,046,1,王杰,1947494732,879295,2025-07-20 11:17:09
380,633,3,周玲,1804554835,839763,2025-07-20 11:17:09
381,917,2,王婷,1948395102,638071,2025-07-20 11:17:09
382,981,8,杨玲,1429045289,386576,2025-07-20 11:17:09
383,678,6,李伟,1971356286,163843,2025-07-20 11:17:09
384,770,1,刘芳,1862280208,323907,2025-07-20 11:17:09
385,518,4,杨慧,1605305910,505812,2025-07-20 11:17:09
386,861,2,杨丽,1854494341,211063,2025-07-20 11:17:09
387,355,8,刘敏,1864377805,702100,2025-07-20 11:17:09
388,021,2,王玲,1984880754,814249,2025-07-20 11:17:09
389,110,7,张杰,1499680556,779147,2025-07-20 11:17:09
390,188,4,吴丽,1803455750,927753,2025-07-20 11:17:09
391,697,1,黄杰,1776349990,211499,2025-07-20 11:17:09
392,714,6,刘娜,1710919211,198173,2025-07-20 11:17:09
393,086,4,王婷,1548226800,032851,2025-07-20 11:17:09
394,954,3,周婷,1782134133,765230,2025-07-20 11:17:09
395,013,6,吴娜,1803983689,130488,2025-07-20 11:17:09
396,310,7,赵娟,1510819782,908779,2025-07-20 11:17:09
397,974,1,王超,1942293800,003783,2025-07-20 11:17:09
398,303,3,陈军,1508955618,261363,2025-07-20 11:17:09
399,300,3,陈强,1866924664,501328,2025-07-20 11:17:09
400,928,5,陈涛,1484543532,957694,2025-07-20 11:17:09
401,230,3,陈静,1865511603,441650,2025-07-20 11:17:09
402,828,5,张敏,1832803985,998764,2025-07-20 11:17:09
403,051,9,黄玲,1716717314,827285,2025-07-20 11:17:09
404,111,2,张娜,1923294931,207249,2025-07-20 11:17:09
405,311,4,周艳,1431223144,685594,2025-07-20 11:17:09
406,405,9,黄磊,1530838231,488809,2025-07-20 11:17:09
407,486,9,吴超,1321264483,221948,2025-07-20 11:17:09
408,108,8,刘超,1798161708,899450,2025-07-20 11:17:09
409,112,0,周军,1954219284,102352,2025-07-20 11:17:09
410,502,7,王浩,1596811680,399887,2025-07-20 11:17:09
411,955,8,王强,1366740843,501952,2025-07-20 11:17:09
412,026,2,刘涛,1436091227,262371,2025-07-20 11:17:09
413,264,2,李玲,1348813669,692667,2025-07-20 11:17:09
414,777,0,黄娟,1447878094,516448,2025-07-20 11:17:09
415,998,1,王涛,1399534479,579606,2025-07-20 11:17:09
416,755,3,赵婷,1788467458,468893,2025-07-20 11:17:09
417,078,8,王浩,1389428247,365869,2025-07-20 11:17:09
418,392,0,张涛,1834721235,094186,2025-07-20 11:17:09
419,191,3,张慧,1526802036,941786,2025-07-20 11:17:09
420,105,2,吴伟,1893560223,347072,2025-07-20 11:17:09
421,983,3,黄静,1933939934,330501,2025-07-20 11:17:09
422,924,3,张芳,1472873869,676586,2025-07-20 11:17:09
423,998,4,黄玲,1950967446,432433,2025-07-20 11:17:09
424,760,7,刘芳,1592467502,076083,2025-07-20 11:17:09
425,092,4,赵涛,1914376962,522834,2025-07-20 11:17:09
426,516,0,赵浩,1372391522,348082,2025-07-20 11:17:09
427,459,3,赵静,1963396077,185797,2025-07-20 11:17:09
428,329,0,刘娜,1441584042,253717,2025-07-20 11:17:09
429,791,6,陈丽,1443493577,878532,2025-07-20 11:17:09
430,700,6,陈娟,1845682299,573615,2025-07-20 11:17:09
431,641,9,刘磊,1479902197,878043,2025-07-20 11:17:09
432,140,4,黄超,1968130748,871076,2025-07-20 11:17:09
433,654,9,吴磊,1925351021,110249,2025-07-20 11:17:09
434,276,0,黄勇,1585470907,322879,2025-07-20 11:17:09
435,026,6,周磊,1526928244,789968,2025-07-20 11:17:09
436,544,7,吴浩,1623382490,097378,2025-07-20 11:17:09
437,804,3,张丽,1529022888,402219,2025-07-20 11:17:09
438,630,6,陈玲,1544719464,345460,2025-07-20 11:17:09
439,775,7,黄磊,1528764159,927833,2025-07-20 11:17:09
440,280,3,周宇,1820007352,702118,2025-07-20 11:17:09
441,980,1,黄涛,1881313421,374955,2025-07-20 11:17:09
442,903,6,陈丽,1997401814,587134,2025-07-20 11:17:09
443,455,9,李丽,1420209105,963416,2025-07-20 11:17:09
444,788,3,黄玲,1628701952,813640,2025-07-20 11:17:09
445,406,6,李芳,1532307881,428127,2025-07-20 11:17:09
446,978,6,周强,1361018829,676699,2025-07-20 11:17:09
447,615,5,陈涛,1941328151,416077,2025-07-20 11:17:09
448,270,3,吴婷,1752797070,345639,2025-07-20 11:17:09
449,979,0,刘涛,1360228282,045945,2025-07-20 11:17:09
450,352,2,刘婷,1726092744,314075,2025-07-20 11:17:09
451,427,0,王芳,1367626490,577087,2025-07-20 11:17:09
452,566,2,李磊,1474799648,317576,2025-07-20 11:17:09
453,519,3,吴娟,1688652029,339506,2025-07-20 11:17:09
454,407,8,李磊,1506870894,312395,2025-07-20 11:17:09
455,562,2,李娟,1913824708,061693,2025-07-20 11:17:09
456,406,8,李娜,1551243695,280963,2025-07-20 11:17:09
457,548,0,张玲,1625588175,908164,2025-07-20 11:17:09
458,210,8,李玲,1885270605,594403,2025-07-20 11:17:09
459,027,9,杨杰,1424185125,455315,2025-07-20 11:17:09
460,438,6,刘涛,1896945894,859989,2025-07-20 11:17:09
461,086,7,杨杰,1669565796,427704,2025-07-20 11:17:09
462,036,8,赵娟,1819942213,978968,2025-07-20 11:17:09
463,204,6,杨杰,1729789359,764000,2025-07-20 11:17:09
464,820,9,赵芳,1759761473,055854,2025-07-20 11:17:09
465,986,8,李艳,1958449049,099209,2025-07-20 11:17:09
